Review,y_rasa,c_rasa,y_pelayanan,c_pelayanan,y_tempat,c_tempat,y_harga,c_harga
"makanan dengan harga relatif murah, tapi tempat terlalu sempit dan sumpek saat weekend. Pelayanannya standar tolong tingkatkan lagi",0,0,0,1,-1,1,1,1
"Harganya standar cafe,  makanannya juga standar sih. Asik buat kumpul",0,1,0,0,0,0,0,1
"Tempat makannya gak terlalu luas tapi tetep nyaman, untuk makanan harganya gak terlalu mahal",0,0,0,0,0,1,0,1
Harganya worth it. Rasa saus padangnya enak tapi agak encer jadinya agak rawan luber. Pelayanannya lumayan memuaskan,0,1,0,1,0,0,1,1
"Tempatnya lumayan buat nongkrong soalnya ada live music. Menurut aku makanannya murah-murah, tapi kuantitas dan rasa kurang oke.",-1,1,0,0,0,1,1,1
"Ayamnya kadang dagingnya hitam, trus keras . Tempatnya juga kurang bersih",-1,1,0,0,-1,1,0,0
Jangan lupa pake aplikasi mcd. Ada promo yang bisa kita beli dengan harga lebih murah. Pelayanannya lumayan oke ,0,0,0,1,0,0,1,1
"Pelayan nya helpfull bisa pilih menu sendiri di mesin , atau di layani di kasir. Makanannya juga murah-murah",0,0,1,1,0,0,1,1
Saking ramenya tempat sampai gak dapet kursi. Untuk menu minuman terbilang agak mahal dengan banyak porsi yang disajikan.,0,0,0,0,0,1,-1,1
"Pelayanan lumayan lah, harga makanan dan minuman terjangkau",0,0,0,1,0,0,1,1
Untuk harga menengah lah yaa. Soal rasa boleh lah dicoba. Pelayanan standar,0,1,0,1,0,0,0,1
Untuk harga makanan dan minuman cukup terjangkau harganya. Sedikit saran agar lebih diperluas space antar meja nya agar tempat tidak terkesan sempit. Pelayanannya lumayan bagus tapi semoga lebih baik,0,0,0,1,0,1,0,1
"rasa kurang cocok sih, just so so but ya sesuai harga kali yak",-1,1,0,0,0,0,0,1
"tempat agak kecil tapi suasana sejuk, harga menengah ke atas",0,0,0,0,0,1,-1,1
"Harga lumayan, rasa menu lumayan. Tempat perlu diperbaiki supaya tidak terkesan lembab terutama dindingnya",0,1,0,0,0,1,0,1
"Rasanya lumayan oke, tapi sayang tempatnya berisik anak kecik pada teriak.. agak menganggu..",0,1,0,0,-1,1,0,0
Rasanya parah sekelas restoran ga worth it banget. Padahal harganya udah tergolong mahal tapi rasanya zonk. Pelayanannya standar,-1,1,0,0,1,0,-1,1
"Petugasnya ramah dan cepat dalam bekerja, tapi sayang tempatnya kurang bersih dan kurang rapi. Harganya sulit untuk dijangkau kalangan menengah ke bawah",0,0,1,1,-1,1,-1,1
"pelayanan sangat ramah, karena pemesanan yang dilakukan secara mandiri lewat komputer pemesanan dipandu dengan baik oleh pelayan di sana. Tidak hanya itu, saya diberikan penawaran promo yang menarik juga, sungguh pengalaman yang menyenangkan,",0,0,1,1,0,0,1,1
"Menu rasanya biasa, tapi harga luar biasa mahalnya",0,1,0,0,0,0,-1,1
"Tempatnya lumayan untuk nongkrong, harga makanannya jg terjangkau",0,0,0,0,0,1,1,1
"Rasanya biasa aja, pelayanannya cukup ramah. Harga cukup terjangkau",0,1,0,1,0,0,0,1
"Makanannya hambar seperti kurang bumbu, tapi pelayannya cukup membantu dan harganya juga murah ",-1,1,0,1,0,0,1,1
"Saya kecewa dengan rasa masakannya, tapi tempatnya cukup bersih.",-1,1,0,0,0,1,0,0
Rasanya standar banget tapi harganya terlalu mahal  ga worth it,0,1,0,0,0,0,-1,1
Makanannya standar dengan harga yang sesuai,0,1,0,0,0,0,0,1
Makanannya lumayan dan harganya sangat murah,0,1,0,0,0,0,1,1
"Makanannya tidak terlalu berkesan, pelayanannya juga biasa saja. Harga makanannya sulit terjangkau",0,1,0,1,0,0,-1,1
"Makanannya terlalu asin dan tempatnya kurang bersih, membuat saya kurang nyaman",-1,1,0,0,-1,1,0,0
"Porsi makanannya cukup mengenyangkan, dan harganya sangat terjangkau. Pelayannya cukup baik menjalankan tugasnya",0,1,0,1,0,0,1,1
"Dagingnya terlalu alot, pelayanannya biasa saja",-1,1,0,1,0,0,0,0
"Menu yang ditawarkan cukup standar, namun harganya tergolong mahal",0,1,0,0,0,0,1,1
"Makanannya kurang berasa, pelayannya pun tidak terlalu membantu. Harganya tergolong mahal",-1,1,0,1,0,0,-1,1
"Pelayan lumayan slow respon, Harga makanannya menurut saya kemahalan",0,0,0,1,0,0,-1,1
Harga merakyat tapi wajar sih karena rasanya juga biasa-biasa aja,0,1,0,0,0,0,1,1
rasa makanan standar. Ruangannya lumayan besar tapi sepertinya kurang terawat. Harganya relatif,0,1,0,0,0,1,0,1
"Untuk rasa makanannya kurang enak semua, harganya terlalu mahal, air putih segelas pun 15rb/gelas",-1,1,0,0,0,0,-1,1
"Harganya lumayan mahal untuk kantong mahasiswa, apalagi dengan rasa yang tidak terlalu menggoda lidahku",0,1,0,0,0,0,0,1
Staf tidak terlalu profesional. kualitas rasanya oke namun tidak luar biasa,0,1,0,1,0,0,0,0
"makanannya biasa aja ga begitu wow, tapi untuk menu cukup bervarian sih. Untuk harga cukup terjangkau. pelayanannya lumayan ga sigap tapi wajar karena pelayannya sedikit",0,1,0,1,0,0,0,1
Tempatnya sesuai lah sama tema. Harga mahal banget ya hehe,0,0,0,0,0,1,-1,1
"Tempat OK, namun sepertinya kurang luas. Dan untuk harganya kurang terjangkau",0,0,0,0,0,1,-1,1
"Harganya terlalu mahal, pelayanannya pun standar",0,0,0,1,0,0,-1,1
"Pelayanannya ramah dan sigap, harganyapun murah meriah",0,0,1,1,0,0,1,1
Harganya tidak masalah tapi rasanya kurang enak ,-1,1,0,0,0,0,0,1
Pelayanan lumayan ramah tetapi agak lama perlu diperbaiki untuk kecepatan pelayanannya. Harganya memang agak mahal,0,0,0,1,0,0,1,1
"Pelayanannya cukup baik dan rasanya juga lumayan, harganya terlalu tinggi",0,1,0,1,0,0,1,1
"pelayanan dari karyawannya lumayan membantu, harganya selangit agak disayangkan karena porsinya kecil banget",0,0,0,1,0,0,-1,1
Rasanya sangat tidak memuaskan untuk harga yang tergolong mahal,-1,1,0,0,0,0,1,1
"Pelayannya agak kurang fokus saat menyampaikan pesanan karna yang dipesan sama yang datang agak beda, tapi nggak masalah, cukup baik. Untuk harga sangat merakyat",0,0,0,1,0,0,1,1
"Nggak perlu bayar mahal, puas banget. Pelayanan lumayan baik, tapi kurang antusias.",0,0,0,1,0,0,1,1
"Murah tapi puas makan. Pelayanan baik, tapi tidak cepat. Daging sapinya lumayan alot tapi gapapa masih bisa dinikmati.",0,1,0,1,0,0,1,1
"Harga yang dibanderol terlalu mahal, tidak sesuai dengan kualitas pelayanan yang biasa saja.",0,0,0,1,0,0,-1,1
"Pelayanan lumayan sigap. Nggak direkomendasiin, harga ga ngotak mahal banget",0,0,0,1,0,0,-1,1
"Harga pas dengan porsi yang diberikan. Pelayanan lumayan baik, tapi butuh perbaikan sedikit dalam hal ketelitian",0,0,0,1,0,0,0,1
Tempatnya tidak terlalu besar tetapi bersih cocok untuk tempat nongkrong. pelayannya cukup ramah dan makanannya tergolong murah.,0,0,0,1,0,1,1,1
"Makanan dan harga standar, kasirnya cuma 1 pelayanan jadi lama banget ga ke handle",0,1,-1,1,0,0,0,1
"Pelayanan cukup, harga sesuai sama porsi, rasa makanannya lumayan pas di lidah",0,1,0,1,0,0,0,1
"Makanannya biasa saja, suasananya pun tidak ada yang menarik. Harga lumayan pas dikantong",0,1,0,0,0,1,0,1
"Makanannya standar, tempatnya lumayan bersih dan nyaman. Tapi harganya kemahalan ",0,1,0,0,0,1,-1,1
"Hidangannya hambar dan tidak ada rasa, suasanannya juga biasa saja",-1,1,0,0,0,1,0,0
"Makanannya biasa saja, harganya pun sesuai dengan kualitas",0,1,0,0,0,0,0,1
Harganya tidak sebanding dengan porsi dan rasanya standar pada umumnnya,0,1,0,0,0,0,-1,1
"Harganya udah mahal, pelayanannya juga standar",0,0,0,1,0,0,-1,1
"kalo dilihat dari pelayanannya yang biasa-biasa aja, harganya sangat ga worth it",0,0,0,1,0,0,-1,1
"Sayangnya makanan dan minuman rasanya ga enak, ga sesuai sama harga. Harganya kemahalan.",-1,1,0,0,0,0,-1,1
Pelayanannya gak terlalu berkesan sih. Harga sangat menguras kantong ,0,0,0,1,0,0,-1,1
Harga makanan yang sangat teramat mahal padahal rasanya parah dan gak bisa dinikmati,-1,1,0,0,0,0,-1,1
"Memberikan pelayanan yang cukup memadai. Tapi, saya pikir harganya terlalu tinggi kalo dibandingkan dengan restoran kompetitor",0,0,0,1,0,0,-1,1
Pelayannya cukup ramah dan sopan,0,0,0,1,0,0,0,0
Pelayanannya cukup cepat tapi semoga bisa ditingkatkan lagi,0,0,0,1,0,0,0,0
Pelayanannya sesuai dengan standar restoran pada umumnya,0,0,0,1,0,0,0,0
Pelayannya cukup membantu dalam menjawab pertanyaan pelanggan,0,0,0,1,0,0,0,0
"Pelayanan di restoran ini cukup baik. Sayangnya, harga makanan di menu terasa agak mahal jika dibandingkan dengan kualitas dan porsi yang diberikan.",0,0,0,1,0,0,0,1
"Pelayanan cukup membantu. Harga makanan yang ditawarkan sangat terjangkau, terutama mengingat fasilitas dan porsi yang disediakan.",0,0,0,1,0,0,0,1
"Restoran ini memberikan pelayanan yang cukup memadai. Selain itu, harga makanan di sini sangat bersahabat dengan kantong, terutama mengingat kualitas yang ditawarkan.",0,0,0,1,0,0,1,1
"Menurutku harga yang ditawarkan sangat menguras kantong. Tapi untuk pelayanan di sini cukuplah, staf menjalankan tanggung jawab sebagaimana seharusnya.",0,0,0,1,0,0,-1,1
"Pelayanan ok lah, ga terlalu cekatan tapi masih bisa diandalkan. Untuk harganya standar aja sih",0,0,0,1,0,0,0,1
"Kualitas pelayanan di restoran ini rata-rata, tidak ada yang menonjol tapi juga tidak ada yang sangat buruk. Harga makanan terlalu mahal untuk ukuran porsi yang diberikan.",0,0,0,1,0,0,-1,1
Harga yang dikenakan bisa dibilang sangat terjangkau. Untuk pelayanan di sini menurutku biasa aja sih,0,0,0,1,0,0,1,1
Makanan dan minuman di sini relatif wajar sih harganya. Untuk pelayanan yang diberikan ya biasa aja sih sesuai dengan apa yang seharusnya dilakukan,0,0,0,1,0,0,0,1
"Harga makanannya terlalu tinggi ditambah PPN yang juga menguras dompet, tidak sesuai dengan porsinya. Stafnya ramah, tapi gak terlalu proaktif dalam membantu 
",0,0,0,1,0,0,-1,1
Pegawainya bekerja dengan cukup baik sebagaimana seharusnya. Harga yang ditawarkan tergolong standar ,0,0,0,1,0,0,0,1
"Harga yang ditawarkan sesuai aja sih. Stafnya bertugas sesuai dengan prosedur dan standar yang berlaku.
",0,0,0,1,0,0,0,1
"Pelayananya lama gak kaya mc donald , harusnya kalo resto rame tuh tambah lagi karyawanya, masa yg kasir ikut ngelayanin di dapur juga. Tempatnya ga kerawat jadi kurang bersih",0,0,-1,1,-1,1,0,0
"tempatnya cukup luas, ramai pelayanan baik",0,0,1,1,0,1,0,0
Buat yang suka ayam mah enak banget daging nya crispy pas lah pokoknya . Tempatnya juga bisa buat foto foto luas banget ada 2 lantai guys,1,1,0,0,1,1,0,0
"Tempatnya enak, ac dingin, pelayanan ramah. Harganya sangat terjangkau ",0,0,1,1,1,1,1,1
Tempatnya nyaman... Cumn makanan kurang higienis dari ayam kfc nemu rambut beberpa rambut.. Tolong di peehatikan,-1,1,0,0,1,1,0,0
"Kfc janur indah kelapa gading,pelayanan sangat buruk,terutama pelayanan online,kalo bisa pelayanan buat online nya di perbaiki,jangan yang makan di tempatnya di prioritas kan",0,0,-1,1,0,0,0,0
Makanannya enak. Sayangnya untuk antrian lama dan panjang. Dan petugas kurang siaga untuk membersihkan meja bekas pengunjung. ,1,1,-1,1,0,0,0,0
"sudah bukan favorit saya lagi. kualitas menurun, sambelnya tidak enak, ayamnya juga terlalu gurih. enakan resto ayam sebelah.. Harga masih cukup terjangkau",-1,1,0,0,0,0,0,1
"Saya sangat kecewa karena pelayanan nya sangat lambat,,,untuk customer maupun driver ojek online penanganan sangat lambat. Makanannya biasa aja ga ada yang spesial",0,1,-1,1,0,0,0,0
Pelayanannya standar untuk harga makanannya yang sangat mahal ,0,0,0,1,0,0,-1,1
"Pelayanan nya lambat,makanan sering kurang, dan masalah antrian nya tidak beraturan, kecewa berat. Rasanya oke",0,1,-1,1,0,0,0,0
"Pelayanan nya cepat, para pelayan ya gesit dan cekatan kalau sdg ramai, khususnya banyak yg berulang tahun.",0,0,1,1,0,0,0,0
Tempatnya luas namun dibatasi tdk bisa keatas dan lantai agak krg bersih,0,0,0,0,0,1,0,0
"Lebih mahal dr hrga normal. Tapi ada outdoornya. Ada tempat main anak2nya, ",0,0,0,0,1,1,-1,1
Makanan ttp enak tp tmpt nya ga enak bgt. Ac ga dingin lama bgt pelayanan nya,1,1,-1,1,-1,1,0,0
"Tempat luas, ada tempatnya permainan buat anak. Harganya murah banyak voucher diskon",0,0,0,0,1,1,1,1
"Bikin males dateng lagi ke kfc gading, bayar biaya parkir motor sebentar doang 5000 mahal banget",0,0,0,0,0,0,-1,1
"KFC... Harga Terjangkau untuk Kualitas dan Rasa yang Pasti. BUKA 24 jam, namun pelayanan HARUS ditingkatkan. standar kebersihan juga HARUS ditingkatkan dan disesuaikan dengan standar outlet KFC lainnya",1,1,0,1,0,1,1,1
"Lokasinya di dalam mall artha gading
  Tempat makan di tempatnya cukup luas",0,0,0,0,0,1,0,0
"Lahan parkir untuk sepeda motor kurang luas, mohon ditinjau lebih lanjut untuk menambah lahan parkir motor. Pelayanannya standar semoga bisa ditingkatkan lagi",0,0,0,1,-1,1,0,0
"Tempatnya lumayan nyaman klo malam hari apa lgi di bulan suci romadhon,,, sahur bersama keluarga. Harganya cukup terjangkau",0,0,0,0,0,1,0,1
tempatnya nyaman dan ada arena bermain anak,0,0,0,0,1,1,0,0
Pelayanan baik serta karyawan yg melayani cepat tanggap dan resto pun nyaman,0,0,1,1,1,1,0,0
"siapa yg ga kenal KFC. Makananya pasti enak-enak.
  tapi tempat parkiran nya hrs di benahi..bila perlu di gratiskan..soalnya ada tukang parkir ghaib..xixixi",1,1,0,0,-1,1,0,0
Good service.. cuma agak gelap tempatnya nya klo siang. Rasanya kurang nikmat,-1,1,1,1,0,1,0,0
"KFC langganan, pelayanan kurang sering antri panjang padahal masih ada counter lain tapi tutup. Kebersihan kamar mandi perlu ditingkatkan lagi.",0,0,-1,1,-1,1,0,0
"not bad ada indoor dan outdoor nya, cashier nya juga ada banyak jadi antrean tidak begitu lama",0,0,1,1,0,1,0,0
"Menuny macam2 & ga ngebosenin, pelayanan cepat & ramah. Harga sangat bersahabat",1,1,1,1,0,0,1,1
Tempat hang out yg enak.. Krn hrgnya lumayan terjangkau dan buka 24jam,0,0,0,0,1,1,0,1
Kalau rasanya standar. tempatnya kurang nyaman. Harga agak sulit dijangkau,0,1,0,0,-1,1,-1,1
Saus ny gk ada dan nasinya sedikit. Harganya mahal,-1,1,0,0,0,0,0,-1
Tolong dong pelayanan nya di tingkat kan lebih cepat lebih baik.  Semoga kedepannya lebih banyak diskon sehingga harga lebih terjangkau,0,0,0,1,0,0,0,1
Wah disini pelayanan nya lebih ditingkatkan lagi kualitasnya gan... Harganya pas dikantong,0,0,0,1,0,0,1,1
"Sama seperti KFC dimana2, tapi tempatnya nya yg ini amat adem, dan tentunya kalo laper habis shopping jng lupa mampir..",0,0,0,0,1,1,0,0
Ac panas. Ruangan ber ac tetapi seperti tidak menggunakan ac. Tolong lebih di utamakan kenyaman pengunjung. Makanannya juga standar ga enak-enak banget,0,1,0,0,-1,1,0,0
Ayamnya terenak bumbu meresap sampe ke dalam. Beda dengan tempatnya 2 lain. Harganya tergolong mahal memang,1,1,0,0,0,0,-1,1
Terlalu lama antriannya banyak waktu terbuang & promo kurang menarik maaf ya,0,0,-1,1,0,0,-1,1
Antrian cepat.. pelayanan kilat.. paket harga hemat..,0,0,1,1,0,0,1,1
Bersih tempatnya nya pelayanan ramah dan cepat,0,0,1,1,1,1,0,0
"Pelayanan cukup baik, tempatnya lumayan luas, ada 2 lantai",0,0,0,1,0,1,0,0
"Pelayanannya sangat buruk sekali,karyawannya bagaikan preman yang tidak di didik sama sekali. Makanannya makin ga enak kualitasnya menurun",-1,1,-1,1,0,0,0,0
Meeting point yang oke kalau malas ke Mal Kelapa Gading. Untuk harga dan rasa standar,0,1,0,0,0,1,0,1
"Pelayanannya cepat. Banyak metode pembayaran, cash dan debit serta aplikasi pay",0,0,1,1,0,0,0,0
Tempatnya Panas... Makan di tempatnya dgn keringatan. Makanannya juga kurang pas di lidah aku ,-1,1,0,0,-1,1,0,0
"Tempat luas & nyaman, ayamnya no. 1",1,1,0,0,1,1,0,0
Ayam goreng yg enak dan tempatnya nya nyaman utk makan bersama keluarga,1,1,0,0,1,1,0,0
tempatnya ramai banget jadi kurang nyaman,0,0,0,0,-1,1,0,0
Rasa ayamnya spesial....aroma keemasan,1,1,0,0,0,0,0,0
rasa ayam goreng sangat enak,1,1,0,0,0,0,0,0
"Saya baru kali ini di A&W ROYAL, tolong lebih ramah dalam melayani.. Masukan aja smg sukses",0,0,0,1,0,0,0,0
"lusa dari sini pesen burger, dagingnga agak aneh, bau, abis makan jd diare muntah2. Harganya ga masuk akal pula",-1,1,0,0,0,0,-1,1
"Ayamnya terlalu banyak minyak hingga terlihat basah, porsinya sedikit dan harganya mahal jika dibandingkan dengan fast food lainnya",-1,1,0,0,0,0,-1,1
"Menu ayamnya juga kurang enak, terlalu kecil dan kering. Ini memiliki outlet lain di lantai dasar dekat pintu masuk mal. Saya bertanya-tanya mengapa setiap A&W yang saya kunjungi memiliki layanan yang buruk, mereka benar-benar harus meningkatkan kualitas staf.",-1,1,-1,1,0,0,0,0
Maaf saya penggemar A&W untuk kebersihannya tolong ditingkatkan lagi bekas orang makan sampai berserakan gak di beresin minta tolong pegawainya iya2 doank....,0,0,-1,1,0,0,0,0
"tadi makan A&W yang di lantai 1 seberang breadtalk, pelayanannya sangat tidak memuaskan. Rasanya juga biasa aja",0,1,-1,1,0,0,0,0
Katanya restoran cepat saji. Tp pelayanan lama sekali. Makanannya juga ga hangat udah dingin ga enak lagi,-1,1,-1,1,0,0,0,0
"Lambat sekali pelayanannya, Unknow product knowledge..Menu banyak yg tidak ready dan belum di siapkan bahannya",0,0,-1,1,0,0,0,0
"beda jauh rasa ayam dan tekstur luar ayam nya beda jauh dengan waktu 5 tahun yang lalu,seharusnya rasanya harus dipertahankan,nyesel,semoga kedepannya bisa lebih baik lagi",-1,1,0,0,0,0,0,0
"Pelayanan sangat buruk, mentang mentang yang beli karyawan, masak pesanan udah jadi nggak di panggil. Pesn minum apa di kasih apa hadehhh minta tolong yaa, jangan di beda bedain. Pembeli adalah raja tidak melihat pangkat dan derajat!!",0,0,-1,1,0,0,0,0
Pelayanan petugas kebersihan Sangat Buruk Sekali terhadap pengunjung. Sehingga rencana makan di tempatnya kami batalkan... kami sekeluarga berlima kecewa sekali terhadap sikap dan pelayanan kebersihan...,0,0,-1,1,0,0,0,0
"Kasir jutek. Makanan lama dateng, porsi kecil tapi overpriced. Satu2nya yg ga mengecewakan cuma waffle ice creamnya doang.",0,0,-1,1,0,0,-1,1
"Pelayanan sangat tidak memuaskan...pesan wafel ice cream 1 aja, menunggu hampir 1jam...tolong dibenahi manajemennya. Tempatnya juga kotor ga dibersihkan",0,0,-1,1,-1,1,0,0
"Pelayan sangat tidak memuaskan, kasirnya tidak ramah dan proses lama. Rasa makanannya biasa aja",0,1,-1,1,0,0,0,0
"Gak recommended makan disini, Pelayanan nya buruk, harganya mahal banget lagi!!",0,0,-1,1,0,0,-1,1
"Terlalu lama menunggu makanannya, mana makanannya ga enak lagi",-1,1,-1,1,0,0,0,0
pelayan sangat tidak memuaskan. Makanannya biasa aja tidak ada yang special,0,1,-1,1,0,0,0,0
"Parah...!! Pelayanan buruk. Rasanya kurang enak, harganya murah si",-1,1,-1,1,0,0,1,1
"saya gojek tapi makanan yang datang nggak lengkap, nomor tidak bisa dihubungi. restorannya ditutup saja kalau jualannya nggak niat",0,0,-1,1,0,0,0,0
"Pelayanannya ramah dan baik, harga mahal sih tapi sesuai juga karena rasanya enak",1,1,1,1,0,0,-1,1
"Tempatnya luas tapi kotor banget, jadi harus mikir dua kali kalo mau ke sini",0,0,0,0,-1,1,0,0
"Kualitas layanan memuaskan, rasa makanan dan minumannya juga enak. Tempatnya cukup oke",1,1,1,1,0,1,0,0
"Suasana tempat nyaman, makanannya enak tapi lumayan overprice deh untuk harganya ",1,1,0,0,1,1,-1,1
"rasa ayamnya enak dan memuaskan. yang kurang cuma pelayannya, tidak ramah dan sangat jutek. Harganya masih lumayan terjangkau",1,1,-1,1,0,0,0,1
"Pelayanannya cukup memuaskan, untuk rasa pun enak. minusnya tempat kotor banget kalo lagi jam makan siang",1,1,1,1,-1,1,0,0
"Pelayanan ramah dan cepat, tapi kurang nyaman sama tempatnya. Harganya standar",0,0,1,1,-1,1,0,1
"Wafflenya sangat enak, pas sama lidah saya. Pelayanannya lumayan oke la ya. Harganya sangat bersahabat",1,1,0,1,0,0,1,1
"Makanannya enak banget, suka! Harganya juga murah pula!",1,1,0,0,0,0,1,1
Pelayanannya sangat baik dan ramah. Rasanya lumayan enak,1,1,1,1,0,0,0,0
Enak banget rasa ayam dan nuggetnya. Harganya juga sangat terjangkau,1,1,0,0,0,0,1,1
Tempatnya nyaman. Makanannya juga enak. Pelayanannya jg cepat. Top lah,1,1,1,1,1,1,0,0
"Pelayanan terbaik la aku suka semua hidangan di sini haha, karena punya ciri khasnya. Dan harganya juga memberikan kualitas, sepadan. ",0,0,1,1,0,0,0,1
Tempatnya tidak begitu ramai dan bersih. Petugasnya cepat dalam melayani pesanan kami.,0,0,1,1,1,1,0,0
"Semua Karyawan sangat ramah, sangat membantu customer. Makanannya cukup bisa dinikmati",0,1,1,1,0,0,0,0
Tempatnya selalu bersih. Pelayanan memuaskan. Karyawan ramah.,0,0,1,1,1,1,0,0
"Pelayanan baik.. selalu rame...
  Rasa selalu enak... harga relatif..",1,1,1,1,0,0,0,1
"Tempat cukup luas, pelayanan baik. Sayangnya hanya bisa cash saja. Gampang dijangkau juga karena dekat gate utama.",0,0,1,1,0,1,0,0
"Suasana dan tempatnya oke, pelayanan oke",0,0,0,1,0,1,0,0
"Sekarang dengan pembayaran pesanan menu yang lebih baik, layanan yang lebih singkat...ya lebih mahal sejak pertama kali saya makan di tahun 2011.",0,0,1,1,0,0,1,1
Harganya tidak mahal. Rasa makanannya begitu-begitu saja,0,1,0,0,0,0,1,1
Terasa sebanding dengan harganya. Itu tidak buruk,0,1,0,0,0,0,0,1
"Tempat dan barangnya bagus, makanannya enak",1,1,0,0,1,1,0,0
Makanan nya enak harga lumayan pas suasana d tempatnya nyaman pelayanan nya cukup baik,1,1,0,1,1,1,0,1
Pelayan terlihat kurang gercep..dan hanya dua orang..yg satu pembersihan..yg satunya lagi maenin hp...,0,0,-1,1,0,0,0,0
"Fasilitas ruangan sejuk, nyaman..
 
  Makan dan minuman enak.",1,1,0,0,1,1,0,0
"Aku tahu menunggu memang sangat menyebalkan
 
  Namun tak bisa dipungkiri disini kita harus menunggu ....
 
  Menunggu menu yang kita pesan siap diambil/dihidangkan
 
  Maka dari itu bersabarlah....",0,0,-1,1,0,0,0,0
"Restoran nya bagus ,bersih dan nyaman. Pelayanan nya cepat ,karyawannya sangat ramah ramah
 
  Sangat bagus untuk di kunjungi bersama teman dan keluarga",0,0,1,1,1,1,0,0
"Untuk pencinta kuliner cepat saji d rekomended tempatnya ini, parkir luas fasilitas memadai",0,0,0,0,1,1,0,0
"Rasanya makin ga enak, harganya masih standar",-1,1,0,0,0,0,0,1
"Rasa dan harganya pas, tempatnya nya nyaman",0,1,0,0,1,1,0,1
"Menu dan makanannya lumayan enak, tapi harganya terlalu mahal",0,1,0,0,0,0,-1,1
"Sering makan kesini karna penyajian cepat, tempatnya luas dan bersih, kamar mandi juga bersih. pelayanan lumayan ramah.",0,0,1,1,1,1,0,0
"Banyak promo tiap bulannya.
 
  Pelayanan ramah dan ketika kita pulang di pintu juga diucapkan terimakasih oleh semua karyawan",0,0,1,1,0,0,1,1
"Terlalu lama menunggu makanannya, Makanan tidak siap. Rasanya juga biasa aja",0,1,-1,1,0,0,0,0
Porsi makanan cepat saji terburuk di dunia itu seperti seekor semut dan rasanya sangat tidak enak hingga gambarnya menipu. Harganya juga ga masuk akal,-1,1,0,0,0,0,-1,1
"tempatnya kotor bngt .. Sudah tidak sda pengunjung tapi sampah2 di meja makan tidak di bersihkan .. Kami harus menggeser sampah tersebut , karena tidak ada meja makkan yg bersih ..",0,0,0,0,-1,1,0,0
Burgernya fresh jadi enak makannya langsung panas disajikan.. tempatnya kurang nyaman karna panas. harga worth it,1,1,0,0,-1,1,1,1
"Tempatnya nyaman, makanannya fresh, pelayanan ramah",1,1,1,1,1,1,0,0
Makananya lumayan enak ..harganya juga masih terjangkau..anak saya suka...,0,1,0,0,0,0,1,1
Rasanya cukup oke dan pelayanannya tidak ada yang spesial,0,1,0,1,0,0,0,0
Tempatnya kurang bersih .. Makananya bolehlah karna harganya murah,0,1,0,0,-1,1,1,1
"Kasir ramah , pelayanan cepat, tempatnya cukup nyaman walau sempit,  Harganya juga merakyat",0,0,1,1,0,1,1,1
"Pelayanannya biasa aja, harganya juga standar. Tempatnya yang kurang memuaskan karena kotor",0,0,0,1,-1,1,0,1
Apa apaan rasanya ga enak kaya gini harganya ga masuk akal!,-1,1,0,0,0,0,-1,1
Maaf saya penggemar A&W untuk kebersihannya tolong d tingkatkan lagi bekas orang makan sampek berserakan gak di beresin minta tolong pegawainya iya2 doank....,0,0,0,0,-1,1,0,0
"lusa dari sini pesen burger, dagingnga agak aneh, bau, abis makan jd diare muntah2",-1,1,0,0,0,0,0,0
"beda jauh rasa ayam dan tekstur luar ayam nya beda jauh dengan waktu 5 tahun yang lalu,seharusnya rasanya harus dipertahankan,nyesel,semoga kedepannya bisa lebih baik lagi. Harganya juga semakin mahal dengan kualitas yang semakin menurun",-1,1,0,0,0,0,-1,1
"Menu ayamnya kurang enak, terlalu kecil dan kering. Ini memiliki outlet lain di lantai dasar dekat pintu masuk mal. Saya bertanya-tanya mengapa setiap A&W yang saya kunjungi memiliki layanan yang buruk, mereka benar-benar harus meningkatkan kualitas staf.",-1,1,-1,1,0,0,0,0
"aku udah nuker vouchernya jadi murah banget. sayangnya mbak point coffee kurang ramah. mukanya jutek bgt. lg ultah, bukannya seneng malah makin sedihh huu",0,0,-1,1,0,0,1,1
"Cocok banget buat yang ngincer roti-rotian tanpa pengawet, pengembang buatan, dan gluten free. Enak semua!Nggak pandemi aja sepi tempatnya, apalagi pandemi...Sabtu Minggu diskon 30% jadi lumayan di kantong.",1,1,0,0,0,1,0,1
dia enak bangettt plisss toppingnya ga pelit dan murah banget ga sampai 10k,1,1,0,0,0,0,1,1
"Hahah parah. Yg enak cuma kwetiauw, makanan lainnya big no. Pelayanan lama sekali, katanya krn gas kompor bermasalah.",0,1,-1,1,0,0,0,0
suka bgt sm cakenya creamnya enak murah tp kayak kue mahal. gue beli ini murah cuma 120ribuannnn keluarga gw pd doyan wkwkwkwkwkwk,1,1,0,0,0,0,1,1
"semalem beli cake rasanya ga enak ternyata udah berjamur, mungkin saking jarang orang datang jd cakenya banyak yg udah kelamaan dipajang. Gimana sih pegawainya sembarangan banget",-1,1,-1,1,0,0,0,0
"Btul murah2 bgt, sayangnya akses tempatnya susah, bukan di tengah kota",0,0,0,0,-1,1,1,1
"murah dan lumayan enak. Tapi jgn berharap rasanya premium, sesuai harga. Tempatnya juga biasa aja ",0,1,0,0,0,1,1,1
